timestamp,camera_id,person_id,in_zone,conf
2026-02-12T05:49:10.500356,iphone-01,0,1,0.72
2026-02-12T05:49:10.527401,iphone-01,0,1,0.73
2026-02-12T05:49:10.563313,iphone-01,0,1,0.75
2026-02-12T05:49:10.594121,iphone-01,0,1,0.68
2026-02-12T05:49:10.737153,iphone-01,0,1,0.76
2026-02-12T05:49:10.764100,iphone-01,0,1,0.78
2026-02-12T05:49:10.793794,iphone-01,0,1,0.74
2026-02-12T05:49:10.835424,iphone-01,0,1,0.80
2026-02-12T05:49:10.900735,iphone-01,0,1,0.89
2026-02-12T05:49:10.935007,iphone-01,0,1,0.89
2026-02-12T05:49:10.974270,iphone-01,0,1,0.89
2026-02-12T05:49:11.002765,iphone-01,0,1,0.89
2026-02-12T05:49:11.034575,iphone-01,0,1,0.82
2026-02-12T05:49:11.067896,iphone-01,0,1,0.66
2026-02-12T05:49:11.107257,iphone-01,0,1,0.71
2026-02-12T05:49:11.131133,iphone-01,0,1,0.78
2026-02-12T05:49:11.166016,iphone-01,0,1,0.52
2026-02-12T05:49:13.281798,iphone-01,0,1,0.45
2026-02-12T05:49:13.319971,iphone-01,0,1,0.58
2026-02-12T05:49:13.352290,iphone-01,0,1,0.67
2026-02-12T05:49:13.379101,iphone-01,0,1,0.69
2026-02-12T05:49:13.416892,iphone-01,0,1,0.73
2026-02-12T05:49:13.456184,iphone-01,0,1,0.76
2026-02-12T05:49:13.477637,iphone-01,0,1,0.73
2026-02-12T05:49:13.514922,iphone-01,0,1,0.74
2026-02-12T05:49:13.562145,iphone-01,0,1,0.66
2026-02-12T05:49:13.588308,iphone-01,0,1,0.65
2026-02-12T05:49:13.615113,iphone-01,0,1,0.70
2026-02-12T05:49:13.646968,iphone-01,0,1,0.74
2026-02-12T05:49:13.680167,iphone-01,0,1,0.76
2026-02-12T05:49:13.713605,iphone-01,0,1,0.76
2026-02-12T05:49:13.752898,iphone-01,0,1,0.75
2026-02-12T05:49:13.784221,iphone-01,0,1,0.77
2026-02-12T05:49:13.819268,iphone-01,0,1,0.78
2026-02-12T05:49:13.847777,iphone-01,0,1,0.80
2026-02-12T05:49:13.880220,iphone-01,0,1,0.73
2026-02-12T05:49:13.916277,iphone-01,0,1,0.74
2026-02-12T05:49:13.951118,iphone-01,0,1,0.77
2026-02-12T05:49:14.003269,iphone-01,0,1,0.79
2026-02-12T05:49:14.029896,iphone-01,0,1,0.78
2026-02-12T05:49:14.160581,iphone-01,0,1,0.57
2026-02-12T05:50:30.776576,iphone-01,0,1,0.55
2026-02-12T05:50:30.861126,iphone-01,0,1,0.65
2026-02-12T05:50:30.927954,iphone-01,0,1,0.54
2026-02-12T05:50:30.994592,iphone-01,0,1,0.64
2026-02-12T05:50:31.095979,iphone-01,0,1,0.56
2026-02-12T05:50:31.128682,iphone-01,0,1,0.49
2026-02-12T05:50:31.325858,iphone-01,0,1,0.49
2026-02-12T05:50:35.254784,iphone-01,0,1,0.47
2026-02-12T05:50:35.295151,iphone-01,0,1,0.51
2026-02-12T05:50:35.339697,iphone-01,0,1,0.65
2026-02-12T05:50:35.485366,iphone-01,0,1,0.81
2026-02-12T05:50:35.521674,iphone-01,0,1,0.49
2026-02-12T05:50:35.773411,iphone-01,0,1,0.52
2026-02-12T05:50:35.832538,iphone-01,0,1,0.72
2026-02-12T05:50:35.863038,iphone-01,0,1,0.72
2026-02-12T05:50:35.908209,iphone-01,0,1,0.75
2026-02-12T05:50:35.945275,iphone-01,0,1,0.58
2026-02-12T05:50:35.986728,iphone-01,0,1,0.46
2026-02-12T05:50:36.026029,iphone-01,0,1,0.64
2026-02-12T05:50:36.027107,iphone-01,0,1,0.45
2026-02-12T05:50:36.067414,iphone-01,0,1,0.88
2026-02-12T05:50:36.146661,iphone-01,0,1,0.85
2026-02-12T05:50:36.188333,iphone-01,0,1,0.83
2026-02-12T05:50:36.227326,iphone-01,0,1,0.85
2026-02-12T05:50:36.262252,iphone-01,0,1,0.71
2026-02-12T05:50:36.294072,iphone-01,0,1,0.77
2026-02-12T05:50:36.325750,iphone-01,0,1,0.81
2026-02-12T05:50:36.355026,iphone-01,0,1,0.85
2026-02-12T05:50:36.382839,iphone-01,0,1,0.84
2026-02-12T05:50:36.412007,iphone-01,0,1,0.78
2026-02-12T05:50:36.439682,iphone-01,0,1,0.78
2026-02-12T05:50:37.944906,iphone-01,0,1,0.45
2026-02-12T05:50:37.973904,iphone-01,0,1,0.71
2026-02-12T05:50:38.003378,iphone-01,0,1,0.71
2026-02-12T05:50:38.037725,iphone-01,0,1,0.69
2026-02-12T05:50:38.066978,iphone-01,0,1,0.67
2026-02-12T05:50:38.100384,iphone-01,0,1,0.70
2026-02-12T05:50:38.138526,iphone-01,0,1,0.74
2026-02-12T05:50:38.164531,iphone-01,0,1,0.77
2026-02-12T05:50:38.200517,iphone-01,0,1,0.78
2026-02-12T05:50:38.237637,iphone-01,0,1,0.76
2026-02-12T05:50:38.265983,iphone-01,0,1,0.75
2026-02-12T05:50:38.301078,iphone-01,0,1,0.73
2026-02-12T05:50:38.330781,iphone-01,0,1,0.72
2026-02-12T05:50:38.363490,iphone-01,0,1,0.73
2026-02-12T05:50:38.399018,iphone-01,0,1,0.72
2026-02-12T05:50:38.500655,iphone-01,0,1,0.72
2026-02-12T05:50:38.527897,iphone-01,0,1,0.71
2026-02-12T05:50:38.558079,iphone-01,0,1,0.70
2026-02-12T05:50:38.588733,iphone-01,0,1,0.72
2026-02-12T05:50:38.627369,iphone-01,0,1,0.72
2026-02-12T05:50:38.669392,iphone-01,0,1,0.73
2026-02-12T05:50:38.717779,iphone-01,0,1,0.71
2026-02-12T05:50:38.780621,iphone-01,0,1,0.74
2026-02-12T05:50:38.834981,iphone-01,0,1,0.73
2026-02-12T05:50:38.883661,iphone-01,0,1,0.74
2026-02-12T05:50:38.923711,iphone-01,0,1,0.70
2026-02-12T05:50:38.967891,iphone-01,0,1,0.73
2026-02-12T05:50:39.006137,iphone-01,0,1,0.75
2026-02-12T05:50:39.041932,iphone-01,0,1,0.77
2026-02-12T05:50:39.071275,iphone-01,0,1,0.73
2026-02-12T05:50:39.131184,iphone-01,0,1,0.68
2026-02-12T05:50:39.168162,iphone-01,0,1,0.70
2026-02-12T05:50:39.194725,iphone-01,0,1,0.72
2026-02-12T05:50:41.017718,iphone-01,0,1,0.43
2026-02-12T05:50:41.110756,iphone-01,0,1,0.47
2026-02-12T05:50:41.154214,iphone-01,0,1,0.42
2026-02-12T05:50:41.213181,iphone-01,0,1,0.49
2026-02-12T05:50:42.748667,iphone-01,0,1,0.82
2026-02-12T05:50:42.774467,iphone-01,0,1,0.60
2026-02-12T05:50:42.813327,iphone-01,0,1,0.73
2026-02-12T05:50:43.244025,iphone-01,0,1,0.58
2026-02-12T05:50:43.278846,iphone-01,0,1,0.48
2026-02-12T05:50:48.803508,iphone-01,0,1,0.66
2026-02-12T05:50:48.857371,iphone-01,0,1,0.56
