timestamp,inf_time_ms,fps,detections
2026-02-12T05:32:24.885780,42.90,14.68,0
2026-02-12T05:32:24.934853,48.76,14.68,0
2026-02-12T05:32:24.963922,28.78,14.70,0
2026-02-12T05:32:24.992143,27.68,14.72,0
2026-02-12T05:32:25.018884,26.42,14.73,0
2026-02-12T05:32:25.043396,24.19,14.75,0
2026-02-12T05:32:25.092507,41.92,14.76,0
2026-02-12T05:32:25.122716,29.87,14.77,0
2026-02-12T05:32:25.155786,32.71,14.79,0
2026-02-12T05:32:25.191781,35.45,14.80,0
2026-02-12T05:32:25.233336,40.99,14.81,0
2026-02-12T05:32:25.280942,47.19,14.82,0
2026-02-12T05:32:25.324233,42.77,14.83,0
2026-02-12T05:32:25.389954,30.15,14.83,0
2026-02-12T05:32:25.419380,28.92,14.84,0
2026-02-12T05:32:25.462346,35.33,14.85,0
2026-02-12T05:32:25.490278,27.61,14.87,0
2026-02-12T05:32:25.515197,24.54,14.89,0
2026-02-12T05:32:25.540552,24.96,14.90,0
2026-02-12T05:32:25.584873,33.38,14.91,0
2026-02-12T05:32:25.642456,49.57,14.92,0
2026-02-12T05:32:25.667849,25.06,14.93,0
2026-02-12T05:32:25.768119,83.62,14.92,0
2026-02-12T05:32:25.920062,148.13,14.89,0
2026-02-12T05:32:26.024776,103.94,14.87,0
2026-02-12T05:32:26.096355,70.70,14.87,0
2026-02-12T05:32:26.172516,75.63,14.87,0
2026-02-12T05:32:26.237182,63.96,14.87,0
2026-02-12T05:32:26.330116,92.10,14.86,0
2026-02-12T05:32:26.406209,75.49,14.85,0
2026-02-12T05:32:26.549236,142.48,14.82,0
2026-02-12T05:32:26.688274,138.33,14.80,0
2026-02-12T05:32:26.768290,79.50,14.79,0
2026-02-12T05:32:26.831866,62.96,14.79,0
2026-02-12T05:32:26.913462,81.17,14.79,0
2026-02-12T05:32:27.068901,154.87,14.75,0
2026-02-12T05:32:27.199134,129.61,14.73,0
2026-02-12T05:32:27.268472,68.23,14.73,0
2026-02-12T05:32:27.308231,39.27,14.74,0
2026-02-12T05:32:27.338120,29.39,14.75,0
2026-02-12T05:32:27.460023,120.24,14.73,0
2026-02-12T05:32:27.773492,311.06,14.64,0
2026-02-12T05:32:27.831200,56.99,14.65,0
2026-02-12T05:32:27.912826,81.27,14.64,0
2026-02-12T05:32:27.986129,70.29,14.64,0
2026-02-12T05:32:28.356145,369.31,14.53,0
2026-02-12T05:32:28.535615,178.74,14.49,0
2026-02-12T05:32:28.617640,81.54,14.48,0
2026-02-12T05:32:28.684094,66.05,14.48,0
2026-02-12T05:32:28.886225,201.56,14.44,0
2026-02-12T05:32:29.063855,176.93,14.40,0
2026-02-12T05:32:29.132240,67.96,14.40,0
2026-02-12T05:32:29.228038,95.42,14.39,0
2026-02-12T05:32:29.335806,107.32,14.37,0
2026-02-12T05:32:29.427393,91.02,14.37,0
2026-02-12T05:32:29.485556,57.05,14.37,0
2026-02-12T05:32:29.541513,55.35,14.38,0
2026-02-12T05:32:29.623310,81.40,14.37,0
2026-02-12T05:32:29.710926,83.47,14.37,0
2026-02-12T05:32:29.788569,76.84,14.36,0
2026-02-12T05:32:29.840103,50.92,14.37,0
2026-02-12T05:32:29.927475,82.86,14.36,0
2026-02-12T05:32:30.032477,104.40,14.35,0
2026-02-12T05:32:30.240141,206.27,14.30,0
2026-02-12T05:32:30.370628,127.84,14.28,0
2026-02-12T05:32:30.467237,95.95,14.27,0
2026-02-12T05:32:30.532304,64.62,14.27,0
2026-02-12T05:32:30.596188,63.54,14.28,0
2026-02-12T05:32:30.654813,58.24,14.28,0
2026-02-12T05:32:30.714752,59.43,14.28,0
2026-02-12T05:32:30.787520,71.30,14.28,0
2026-02-12T05:32:30.999739,211.38,14.23,0
2026-02-12T05:32:31.032870,32.59,14.25,0
2026-02-12T05:32:31.064892,31.65,14.26,0
2026-02-12T05:32:31.094925,29.63,14.27,0
2026-02-12T05:32:31.124628,29.37,14.29,0
2026-02-12T05:32:31.164150,39.01,14.30,0
2026-02-12T05:32:31.288734,124.13,14.28,0
2026-02-12T05:32:31.376873,87.63,14.27,0
2026-02-12T05:32:31.446396,68.92,14.27,0
2026-02-12T05:32:31.569386,120.03,14.26,0
2026-02-12T05:32:31.644531,74.15,14.25,0
2026-02-12T05:32:31.800651,155.68,14.23,0
2026-02-12T05:32:31.928998,127.97,14.21,0
2026-02-12T05:32:32.062132,132.79,14.19,0
2026-02-12T05:32:32.175533,112.89,14.17,0
2026-02-12T05:32:32.262932,86.77,14.17,0
2026-02-12T05:32:32.338251,74.80,14.16,0
2026-02-12T05:32:32.398589,59.56,14.17,0
2026-02-12T05:32:32.466739,67.55,14.17,0
2026-02-12T05:32:32.535397,68.29,14.17,0
2026-02-12T05:32:32.615997,80.15,14.17,0
2026-02-12T05:32:32.687859,66.77,14.17,0
2026-02-12T05:32:32.803343,113.26,14.15,0
2026-02-12T05:32:32.880909,76.86,14.15,0
2026-02-12T05:32:32.949338,67.75,14.15,0
2026-02-12T05:32:33.055811,105.92,14.14,0
2026-02-12T05:32:33.139673,83.29,14.13,0
2026-02-12T05:32:33.205015,64.84,14.14,0
2026-02-12T05:32:33.347497,129.03,14.12,0
2026-02-12T05:32:33.412803,61.64,14.11,0
2026-02-12T05:32:33.470713,57.48,14.12,0
2026-02-12T05:32:33.561181,86.08,14.11,0
2026-02-12T05:32:33.649239,85.57,14.11,0
2026-02-12T05:32:33.729351,79.62,14.10,0
2026-02-12T05:32:33.802404,72.65,14.10,0
2026-02-12T05:32:33.899939,97.10,14.10,0
2026-02-12T05:32:33.976109,75.62,14.09,0
2026-02-12T05:32:34.063579,86.99,14.09,0
2026-02-12T05:32:34.150075,84.50,14.08,0
2026-02-12T05:32:34.272509,121.03,14.07,0
2026-02-12T05:32:34.346274,73.27,14.07,0
2026-02-12T05:32:34.412377,65.50,14.07,0
2026-02-12T05:32:34.477045,63.33,14.07,0
2026-02-12T05:32:34.548503,70.22,14.07,0
2026-02-12T05:32:34.828048,279.01,14.01,0
2026-02-12T05:32:34.884856,56.35,14.01,0
2026-02-12T05:32:34.936165,50.84,14.02,0
2026-02-12T05:32:35.051226,114.62,14.00,0
2026-02-12T05:32:35.185216,132.11,13.99,0
2026-02-12T05:32:35.237779,51.52,13.99,0
2026-02-12T05:32:35.372615,134.21,13.97,0
2026-02-12T05:32:35.465649,92.19,13.97,0
2026-02-12T05:32:35.598746,132.35,13.95,0
2026-02-12T05:32:35.897343,291.17,13.88,0
2026-02-12T05:32:35.984136,86.16,13.88,0
2026-02-12T05:32:36.032896,48.00,13.88,0
2026-02-12T05:32:36.075383,41.96,13.89,0
2026-02-12T05:32:36.189808,113.75,13.88,0
2026-02-12T05:32:36.286724,95.11,13.87,0
2026-02-12T05:32:36.366609,79.33,13.87,0
2026-02-12T05:32:36.422616,55.47,13.87,0
2026-02-12T05:32:36.483737,60.61,13.88,0
2026-02-12T05:32:36.561750,76.76,13.88,0
2026-02-12T05:32:36.636709,74.26,13.88,0
2026-02-12T05:32:36.712800,75.67,13.87,0
2026-02-12T05:32:36.809064,95.82,13.87,0
2026-02-12T05:32:36.879687,69.89,13.87,0
2026-02-12T05:32:36.957813,77.71,13.87,0
2026-02-12T05:32:37.073840,113.04,13.85,0
2026-02-12T05:32:37.132511,57.26,13.86,0
2026-02-12T05:32:37.190582,57.61,13.86,0
2026-02-12T05:32:37.273336,82.25,13.86,0
2026-02-12T05:32:37.352909,72.48,13.86,0
2026-02-12T05:32:37.436575,83.14,13.85,0
2026-02-12T05:32:37.533358,95.77,13.85,0
2026-02-12T05:32:37.615988,81.32,13.84,0
2026-02-12T05:32:37.730608,113.97,13.83,0
2026-02-12T05:32:37.796443,65.36,13.83,0
2026-02-12T05:32:37.867580,70.69,13.83,0
2026-02-12T05:32:37.923013,55.02,13.84,0
2026-02-12T05:32:37.979745,56.33,13.84,0
2026-02-12T05:32:38.039712,59.59,13.85,0
2026-02-12T05:32:38.104733,64.42,13.85,0
2026-02-12T05:32:38.204767,99.36,13.84,0
2026-02-12T05:32:38.363507,158.22,13.82,0
2026-02-12T05:32:38.427314,63.27,13.82,0
2026-02-12T05:32:38.490860,62.95,13.82,0
2026-02-12T05:32:38.545140,53.78,13.83,0
2026-02-12T05:32:38.609585,63.98,13.83,0
2026-02-12T05:32:38.675698,65.65,13.83,0
2026-02-12T05:32:38.740388,64.27,13.83,0
2026-02-12T05:32:38.799078,58.19,13.84,0
2026-02-12T05:32:38.848219,48.75,13.84,0
2026-02-12T05:32:38.896039,47.45,13.85,0
2026-02-12T05:32:38.943869,47.43,13.86,0
2026-02-12T05:32:39.003597,59.15,13.86,0
2026-02-12T05:32:39.111460,107.20,13.85,0
2026-02-12T05:32:39.255644,143.71,13.83,0
2026-02-12T05:32:39.395280,139.12,13.81,0
2026-02-12T05:32:39.542746,146.83,13.79,0
2026-02-12T05:32:39.658712,115.26,13.78,0
2026-02-12T05:32:39.802859,143.12,13.76,0
2026-02-12T05:32:39.878265,74.87,13.76,0
2026-02-12T05:32:39.963372,84.29,13.76,0
2026-02-12T05:32:40.022231,57.00,13.76,0
2026-02-12T05:32:40.052723,30.03,13.77,0
2026-02-12T05:32:40.078778,25.63,13.78,0
2026-02-12T05:32:40.128496,27.78,13.79,0
2026-02-12T05:32:40.156054,27.15,13.80,0
2026-02-12T05:32:40.182528,26.16,13.81,0
2026-02-12T05:32:40.205577,22.73,13.83,0
2026-02-12T05:32:40.234599,23.51,13.84,0
2026-02-12T05:32:40.259882,22.19,13.85,0
2026-02-12T05:32:40.303869,32.84,13.86,0
2026-02-12T05:32:40.336643,30.09,13.87,0
2026-02-12T05:32:40.405547,42.07,13.87,0
2026-02-12T05:32:40.446886,40.88,13.88,0
2026-02-12T05:32:40.490083,42.59,13.89,0
2026-02-12T05:32:40.542915,52.34,13.89,0
2026-02-12T05:32:40.673638,127.01,13.88,0
2026-02-12T05:32:40.753769,77.92,13.87,0
2026-02-12T05:32:40.805008,50.66,13.88,0
2026-02-12T05:32:40.853624,48.22,13.88,0
2026-02-12T05:32:40.897093,42.83,13.89,0
2026-02-12T05:32:40.929667,32.05,13.90,0
2026-02-12T05:32:40.956559,26.42,13.91,0
2026-02-12T05:32:40.986455,29.44,13.93,0
2026-02-12T05:32:41.021304,31.28,13.94,0
2026-02-12T05:32:41.056920,35.16,13.95,0
2026-02-12T05:32:41.090991,33.48,13.96,0
2026-02-12T05:32:41.120903,29.41,13.97,0
2026-02-12T05:32:41.164911,43.47,13.97,0
2026-02-12T05:32:41.205021,39.53,13.98,0
2026-02-12T05:32:41.234464,28.99,13.99,0
2026-02-12T05:32:41.266069,31.10,14.00,0
2026-02-12T05:32:41.302808,36.10,14.01,0
2026-02-12T05:32:41.362903,59.62,14.02,0
2026-02-12T05:32:41.403735,40.41,14.02,0
2026-02-12T05:32:41.448917,44.51,14.03,0
2026-02-12T05:32:41.492917,43.22,14.04,0
2026-02-12T05:32:41.528863,35.47,14.05,0
2026-02-12T05:32:41.558709,29.36,14.06,0
2026-02-12T05:32:41.588199,29.05,14.07,0
2026-02-12T05:32:41.616617,27.99,14.08,0
2026-02-12T05:32:41.685275,67.45,14.08,0
2026-02-12T05:32:41.727213,41.47,14.09,0
2026-02-12T05:32:41.760317,32.66,14.10,0
2026-02-12T05:32:41.795348,34.53,14.11,0
2026-02-12T05:32:41.829263,33.07,14.12,0
2026-02-12T05:32:41.947006,117.32,14.11,0
2026-02-12T05:32:41.981930,34.54,14.12,0
2026-02-12T05:32:42.016503,34.00,14.13,0
2026-02-12T05:32:42.048450,31.55,14.14,0
2026-02-12T05:32:42.110242,39.10,14.14,0
2026-02-12T05:32:42.161398,50.43,14.14,0
2026-02-12T05:32:42.196331,34.38,14.15,0
2026-02-12T05:32:42.231580,34.82,14.16,0
2026-02-12T05:32:42.266696,34.68,14.17,0
2026-02-12T05:32:42.306598,39.29,14.18,0
2026-02-12T05:32:42.350667,43.65,14.19,0
2026-02-12T05:32:42.394473,43.33,14.19,0
2026-02-12T05:32:42.447140,52.28,14.20,0
2026-02-12T05:32:42.483157,35.64,14.21,0
2026-02-12T05:32:42.516254,32.62,14.22,0
2026-02-12T05:32:42.552114,34.50,14.23,0
2026-02-12T05:32:42.748537,74.69,14.19,0
2026-02-12T05:32:42.808090,57.68,14.20,0
2026-02-12T05:32:42.907147,43.28,14.19,0
2026-02-12T05:32:42.944304,36.71,14.20,0
2026-02-12T05:32:43.105243,103.62,14.17,0
2026-02-12T05:32:43.230580,124.64,14.16,0
2026-02-12T05:32:43.477581,246.31,14.11,0
2026-02-12T05:32:43.515463,37.21,14.12,0
2026-02-12T05:32:43.562137,46.18,14.13,0
2026-02-12T05:32:43.615466,52.56,14.13,0
2026-02-12T05:32:43.699257,83.34,14.13,0
2026-02-12T05:32:43.790568,90.80,14.12,0
2026-02-12T05:32:43.867625,75.67,14.12,0
2026-02-12T05:32:43.968884,100.68,14.11,0
2026-02-12T05:32:44.051924,82.60,14.11,0
2026-02-12T05:32:44.173021,120.62,14.10,0
2026-02-12T05:32:44.256815,83.23,14.10,0
2026-02-12T05:32:44.359183,101.60,14.09,0
2026-02-12T05:32:44.455140,95.46,14.08,0
2026-02-12T05:32:44.552343,96.53,14.08,0
2026-02-12T05:32:44.638109,85.26,14.07,0
2026-02-12T05:32:44.733974,95.27,14.07,0
2026-02-12T05:32:44.826894,92.24,14.06,0
2026-02-12T05:32:45.032797,205.20,14.03,0
2026-02-12T05:32:45.095261,61.90,14.03,0
2026-02-12T05:32:45.141977,46.26,14.03,0
2026-02-12T05:32:45.175129,32.51,14.04,0
2026-02-12T05:32:45.221335,45.61,14.05,0
2026-02-12T05:32:45.276642,54.74,14.05,0
2026-02-12T05:32:45.345359,68.08,14.05,0
2026-02-12T05:32:45.481983,135.84,14.04,0
2026-02-12T05:32:45.593320,108.50,14.03,0
2026-02-12T05:32:45.679298,84.69,14.03,0
2026-02-12T05:32:45.789542,109.14,14.02,0
2026-02-12T05:32:45.865649,75.19,14.01,0
2026-02-12T05:32:45.956821,90.72,14.01,0
2026-02-12T05:32:46.037641,80.00,14.01,0
2026-02-12T05:32:46.119432,81.36,14.00,0
2026-02-12T05:32:46.202894,83.04,14.00,0
2026-02-12T05:32:46.286546,83.23,14.00,0
2026-02-12T05:32:46.351472,64.20,14.00,0
2026-02-12T05:32:46.403589,51.49,14.00,0
2026-02-12T05:32:46.461760,57.72,14.01,0
2026-02-12T05:32:46.515406,53.16,14.01,0
2026-02-12T05:32:46.560130,44.28,14.02,0
2026-02-12T05:32:46.608788,48.20,14.02,0
2026-02-12T05:32:46.645765,36.56,14.03,0
2026-02-12T05:32:46.676913,30.79,14.04,0
2026-02-12T05:32:46.707752,30.51,14.05,0
2026-02-12T05:32:46.737640,29.52,14.06,0
2026-02-12T05:32:46.764627,26.68,14.07,0
2026-02-12T05:32:46.791540,26.64,14.08,0
2026-02-12T05:32:46.817329,25.54,14.09,0
2026-02-12T05:32:46.847170,24.67,14.10,0
2026-02-12T05:32:46.885728,23.47,14.11,0
2026-02-12T05:32:46.916282,22.52,14.12,0
2026-02-12T05:32:46.946900,22.61,14.13,0
2026-02-12T05:32:46.978213,22.54,14.14,0
2026-02-12T05:32:47.013746,24.82,14.15,0
2026-02-12T05:32:47.045598,22.25,14.16,0
2026-02-12T05:32:47.078877,22.87,14.17,0
2026-02-12T05:32:47.110331,21.80,14.18,0
2026-02-12T05:32:47.150932,21.05,14.18,0
2026-02-12T05:32:47.175246,20.66,14.20,0
2026-02-12T05:32:47.220478,19.84,14.20,0
2026-02-12T05:32:47.244004,19.45,14.21,0
2026-02-12T05:32:47.275548,20.62,14.22,0
2026-02-12T05:32:47.307432,20.21,14.23,0
2026-02-12T05:32:47.343505,22.08,14.24,0
2026-02-12T05:32:47.382458,19.29,14.25,0
2026-02-12T05:32:47.411164,21.00,14.26,0
2026-02-12T05:32:47.446029,26.01,14.27,0
2026-02-12T05:32:47.476049,21.64,14.28,0
2026-02-12T05:32:47.510128,21.32,14.29,0
2026-02-12T05:32:47.540643,19.97,14.29,0
2026-02-12T05:32:47.573684,18.72,14.30,0
2026-02-12T05:32:47.605367,17.80,14.31,0
2026-02-12T05:32:47.642709,19.67,14.32,0
2026-02-12T05:32:47.678228,26.79,14.33,0
2026-02-12T05:32:47.704259,19.49,14.34,0
2026-02-12T05:32:47.738966,20.78,14.35,0
2026-02-12T05:32:47.777422,23.64,14.36,0
2026-02-12T05:32:47.809587,21.29,14.36,0
2026-02-12T05:32:47.845378,23.44,14.37,0
2026-02-12T05:32:47.878837,22.70,14.38,0
2026-02-12T05:32:47.911172,20.23,14.39,0
2026-02-12T05:32:47.946633,20.61,14.40,0
2026-02-12T05:32:47.985227,26.88,14.41,0
2026-02-12T05:32:48.013009,19.84,14.42,0
2026-02-12T05:32:48.046455,19.36,14.43,0
2026-02-12T05:32:48.079065,17.88,14.43,0
2026-02-12T05:32:48.118782,20.56,14.44,0
2026-02-12T05:32:48.150651,21.38,14.45,0
2026-02-12T05:32:48.183315,20.29,14.46,0
2026-02-12T05:32:48.216980,19.75,14.47,0
2026-02-12T05:32:48.259336,21.22,14.47,0
2026-02-12T05:32:48.287490,21.34,14.48,0
2026-02-12T05:32:48.321071,21.73,14.49,0
2026-02-12T05:32:48.365496,26.07,14.50,0
2026-02-12T05:32:48.397543,30.52,14.51,0
2026-02-12T05:32:48.433093,32.29,14.52,0
2026-02-12T05:32:48.462167,25.46,14.53,0
2026-02-12T05:32:48.489000,20.45,14.54,0
2026-02-12T05:32:48.524974,21.51,14.54,0
2026-02-12T05:32:48.560393,24.23,14.55,0
2026-02-12T05:32:48.591103,21.00,14.56,0
2026-02-12T05:32:48.629369,20.12,14.57,0
2026-02-12T05:32:48.665483,25.50,14.58,0
2026-02-12T05:32:48.694790,22.66,14.59,0
2026-02-12T05:32:48.727344,19.93,14.59,0
2026-02-12T05:32:48.760831,21.06,14.60,0
2026-02-12T05:32:48.791518,18.95,14.61,0
2026-02-12T05:32:48.831707,22.11,14.62,0
2026-02-12T05:32:48.858846,19.18,14.63,0
2026-02-12T05:32:48.895810,20.70,14.64,0
2026-02-12T05:32:48.930386,19.75,14.65,0
2026-02-12T05:32:48.967673,27.25,14.65,0
2026-02-12T05:32:48.991787,18.65,14.66,0
2026-02-12T05:32:49.024862,18.92,14.67,0
2026-02-12T05:32:49.063015,22.49,14.68,0
2026-02-12T05:32:49.093850,21.10,14.69,0
2026-02-12T05:32:49.129813,24.01,14.70,0
2026-02-12T05:32:49.161706,21.77,14.70,0
2026-02-12T05:32:49.196828,22.18,14.71,0
2026-02-12T05:32:49.234532,24.59,14.72,0
2026-02-12T05:32:49.270616,25.66,14.73,0
2026-02-12T05:32:49.295096,18.97,14.74,0
2026-02-12T05:32:49.324150,18.54,14.75,0
2026-02-12T05:32:49.366575,21.00,14.75,0
2026-02-12T05:32:49.391643,18.74,14.76,0
2026-02-12T05:32:49.425962,19.31,14.77,0
2026-02-12T05:32:49.464536,23.33,14.78,0
2026-02-12T05:32:49.491722,20.10,14.79,0
2026-02-12T05:32:49.528252,23.32,14.80,0
2026-02-12T05:32:49.558194,20.02,14.81,0
2026-02-12T05:32:49.593314,21.92,14.81,0
2026-02-12T05:32:49.628467,23.00,14.82,0
2026-02-12T05:32:49.663328,24.63,14.83,0
2026-02-12T05:32:49.699299,25.49,14.84,0
2026-02-12T05:32:49.727965,22.02,14.85,0
2026-02-12T05:32:49.764022,19.77,14.85,0
2026-02-12T05:32:49.801680,21.92,14.86,0
2026-02-12T05:32:49.827648,19.67,14.87,0
2026-02-12T05:32:49.868895,26.60,14.88,0
2026-02-12T05:32:49.903075,23.70,14.89,0
2026-02-12T05:32:49.931459,20.15,14.90,0
2026-02-12T05:32:49.965236,19.01,14.90,0
2026-02-12T05:32:49.998069,18.61,14.91,0
2026-02-12T05:32:50.037861,23.98,14.92,0
2026-02-12T05:32:50.073262,26.30,14.93,0
2026-02-12T05:32:50.103995,17.83,14.93,0
2026-02-12T05:32:50.135847,20.01,14.94,0
2026-02-12T05:32:50.168976,19.42,14.95,0
2026-02-12T05:32:50.240030,32.30,14.95,0
2026-02-12T05:32:50.266227,25.90,14.96,0
2026-02-12T05:32:50.289129,22.64,14.97,0
2026-02-12T05:32:50.316719,27.32,14.98,0
2026-02-12T05:32:50.345603,27.62,14.99,0
2026-02-12T05:32:50.383587,31.59,15.00,0
2026-02-12T05:32:50.445628,57.25,15.00,0
2026-02-12T05:32:50.534109,88.07,14.99,0
2026-02-12T05:32:50.651301,116.80,14.98,0
2026-02-12T05:32:50.733372,81.57,14.98,0
2026-02-12T05:32:50.809925,76.05,14.97,0
2026-02-12T05:32:50.865738,55.39,14.98,0
2026-02-12T05:32:50.928140,62.04,14.98,0
2026-02-12T05:32:50.988567,60.15,14.98,0
2026-02-12T05:32:51.033346,44.48,14.98,0
2026-02-12T05:32:51.091167,57.53,14.99,0
2026-02-12T05:32:51.142752,51.35,14.99,0
2026-02-12T05:32:51.193928,50.94,14.99,0
2026-02-12T05:32:51.244884,50.69,15.00,0
2026-02-12T05:32:51.295188,50.03,15.00,0
2026-02-12T05:32:51.350651,55.14,15.00,0
2026-02-12T05:32:51.406558,55.58,15.01,0
2026-02-12T05:32:51.451254,44.39,15.01,0
2026-02-12T05:32:51.483264,31.72,15.02,0
2026-02-12T05:32:51.510658,27.05,15.03,0
2026-02-12T05:32:51.537472,26.60,15.04,0
2026-02-12T05:32:51.563063,25.39,15.05,0
2026-02-12T05:32:51.588681,25.42,15.06,0
2026-02-12T05:32:51.613834,24.95,15.07,0
2026-02-12T05:32:51.643786,25.10,15.08,0
2026-02-12T05:32:51.690716,42.50,15.08,0
2026-02-12T05:32:51.727647,36.68,15.09,0
2026-02-12T05:32:51.765883,37.99,15.10,0
2026-02-12T05:32:51.803537,37.41,15.10,0
2026-02-12T05:32:51.860877,57.07,15.11,0
2026-02-12T05:32:51.922573,61.42,15.11,0
2026-02-12T05:32:51.986786,63.95,15.11,0
2026-02-12T05:32:52.060219,73.20,15.10,0
2026-02-12T05:32:52.164574,104.01,15.10,0
2026-02-12T05:32:52.248398,83.49,15.09,0
2026-02-12T05:32:52.314241,65.44,15.09,0
2026-02-12T05:32:52.378239,63.72,15.09,0
2026-02-12T05:32:52.433047,54.48,15.10,0
2026-02-12T05:32:52.479394,45.92,15.10,0
2026-02-12T05:32:52.531530,51.59,15.10,0
2026-02-12T05:32:52.593122,61.25,15.10,0
2026-02-12T05:32:52.641458,48.04,15.11,0
2026-02-12T05:32:52.685982,44.25,15.11,0
2026-02-12T05:32:52.716386,30.15,15.12,0
2026-02-12T05:32:52.744386,27.71,15.13,0
2026-02-12T05:32:52.774245,26.92,15.14,0
2026-02-12T05:32:52.806950,26.60,15.15,0
2026-02-12T05:32:52.844356,30.11,15.15,0
2026-02-12T05:32:52.871324,24.99,15.16,0
2026-02-12T05:32:52.907260,26.17,15.17,0
2026-02-12T05:32:52.939904,25.22,15.18,0
2026-02-12T05:32:52.976749,23.57,15.19,0
2026-02-12T05:32:53.004258,23.28,15.19,0
2026-02-12T05:32:53.036578,23.01,15.20,0
2026-02-12T05:32:53.074319,24.11,15.21,0
2026-02-12T05:32:53.101679,22.10,15.22,0
2026-02-12T05:32:53.135305,22.53,15.23,0
2026-02-12T05:32:53.168733,22.30,15.23,0
2026-02-12T05:32:53.210849,30.70,15.24,0
2026-02-12T05:32:53.245417,30.29,15.25,0
2026-02-12T05:32:53.286497,39.55,15.25,0
2026-02-12T05:32:53.340446,53.70,15.25,0
2026-02-12T05:32:53.426549,85.75,15.25,0
2026-02-12T05:32:53.524678,97.81,15.24,0
2026-02-12T05:32:53.613342,88.31,15.24,0
2026-02-12T05:32:53.686891,73.19,15.23,0
2026-02-12T05:32:53.764220,76.99,15.23,0
2026-02-12T05:32:53.839941,75.40,15.23,0
2026-02-12T05:32:53.921080,80.81,15.23,0
2026-02-12T05:32:54.005686,84.19,15.22,0
2026-02-12T05:32:54.086941,80.91,15.22,0
2026-02-12T05:32:54.159706,72.43,15.22,0
2026-02-12T05:32:54.230627,70.56,15.22,0
2026-02-12T05:32:54.305353,74.34,15.21,0
2026-02-12T05:32:54.360543,54.80,15.22,0
2026-02-12T05:32:54.415844,54.89,15.22,0
2026-02-12T05:32:54.476608,60.37,15.22,0
2026-02-12T05:32:54.530540,53.61,15.22,0
2026-02-12T05:32:54.588646,57.64,15.22,0
2026-02-12T05:32:54.638560,49.53,15.23,0
2026-02-12T05:32:54.698652,59.78,15.23,0
2026-02-12T05:32:54.779206,80.31,15.22,0
2026-02-12T05:32:54.864836,85.30,15.22,0
2026-02-12T05:32:55.004358,139.14,15.20,0
2026-02-12T05:32:55.206262,201.61,15.17,0
2026-02-12T05:32:55.290789,84.10,15.17,0
2026-02-12T05:32:55.334360,42.79,15.17,0
2026-02-12T05:32:55.454602,119.92,15.16,0
2026-02-12T05:32:55.509234,54.26,15.16,0
2026-02-12T05:32:55.565116,55.56,15.17,0
2026-02-12T05:32:55.644089,78.52,15.16,0
2026-02-12T05:32:55.717929,73.41,15.16,0
2026-02-12T05:32:55.761303,42.99,15.17,0
2026-02-12T05:32:55.840476,78.76,15.16,0
2026-02-12T05:32:55.883171,42.34,15.17,0
