timestamp,e2e_latency_ms,fps
2026-02-12T05:56:09.572456,23.32,42.54
2026-02-12T05:56:09.604514,19.28,51.59
2026-02-12T05:56:09.644254,27.86,35.69
2026-02-12T05:56:09.675462,24.99,39.80
2026-02-12T05:56:09.722565,34.09,29.24
2026-02-12T05:56:09.741902,22.38,44.51
2026-02-12T05:56:09.768672,19.42,51.18
2026-02-12T05:56:09.805947,23.75,41.93
2026-02-12T05:56:09.837882,21.87,45.46
2026-02-12T05:56:09.877297,28.36,34.92
2026-02-12T05:56:09.904245,21.29,46.73
2026-02-12T05:56:09.940448,22.48,43.84
2026-02-12T05:56:09.970608,21.66,45.84
2026-02-12T05:56:10.015411,30.82,32.33
2026-02-12T05:56:10.041524,23.04,43.19
2026-02-12T05:56:10.073027,23.48,42.37
2026-02-12T05:56:10.108814,27.29,36.51
2026-02-12T05:56:10.146510,24.20,41.11
2026-02-12T05:56:10.173474,24.27,40.97
2026-02-12T05:56:10.204781,22.50,44.21
2026-02-12T05:56:10.237398,20.83,47.72
2026-02-12T05:56:10.266300,19.85,50.08
2026-02-12T05:56:10.310572,28.13,35.42
2026-02-12T05:56:10.339026,19.59,50.75
2026-02-12T05:56:10.368602,18.53,53.66
2026-02-12T05:56:10.408743,23.86,41.72
2026-02-12T05:56:10.445771,26.74,37.25
2026-02-12T05:56:10.475750,21.63,45.89
2026-02-12T05:56:10.510055,21.91,45.39
2026-02-12T05:56:10.542282,19.19,51.79
2026-02-12T05:56:10.573632,19.26,51.55
2026-02-12T05:56:10.620482,20.55,48.39
2026-02-12T05:56:10.640303,18.99,52.33
2026-02-12T05:56:10.674378,17.87,55.57
2026-02-12T05:56:10.715916,26.03,38.24
2026-02-12T05:56:10.751505,27.17,36.67
2026-02-12T05:56:10.780197,19.95,49.84
2026-02-12T05:56:10.812683,19.22,51.74
2026-02-12T05:56:10.851423,23.04,43.13
2026-02-12T05:56:10.938277,77.33,12.90
2026-02-12T05:56:10.987860,56.40,17.66
2026-02-12T05:56:11.036237,73.82,13.52
2026-02-12T05:56:11.067116,35.81,27.83
2026-02-12T05:56:11.092374,27.79,35.85
2026-02-12T05:56:11.126102,26.83,37.12
2026-02-12T05:56:11.148624,18.38,54.07
2026-02-12T05:56:11.184439,19.83,50.15
2026-02-12T05:56:11.230003,34.28,29.07
2026-02-12T05:56:11.272768,41.78,23.83
2026-02-12T05:56:11.336318,72.29,13.81
2026-02-12T05:56:11.371402,39.37,25.27
2026-02-12T05:56:11.401092,27.44,36.12
2026-02-12T05:56:11.427622,31.11,31.97
2026-02-12T05:56:11.462927,29.31,33.98
2026-02-12T05:56:11.484616,19.06,52.14
2026-02-12T05:56:11.522748,26.84,37.11
2026-02-12T05:56:11.563946,29.14,34.20
2026-02-12T05:56:11.586511,21.57,46.15
2026-02-12T05:56:11.622086,25.71,38.72
2026-02-12T05:56:11.657759,23.92,41.60
2026-02-12T05:56:11.687484,20.97,47.40
2026-02-12T05:56:11.721545,23.57,42.24
2026-02-12T05:56:11.763122,28.45,34.99
2026-02-12T05:56:11.785550,22.41,44.42
2026-02-12T05:56:11.822378,25.38,39.25
2026-02-12T05:56:11.853834,21.98,45.26
2026-02-12T05:56:11.881287,18.51,53.74
2026-02-12T05:56:11.916652,21.08,47.17
2026-02-12T05:56:11.963619,31.21,31.92
2026-02-12T05:56:11.989142,24.34,40.88
2026-02-12T05:56:12.028738,31.68,31.34
2026-02-12T05:56:12.057120,28.84,34.54
2026-02-12T05:56:12.095141,21.23,46.85
2026-02-12T05:56:12.113380,17.68,56.25
2026-02-12T05:56:12.151151,21.40,46.50
2026-02-12T05:56:12.184389,18.98,52.42
2026-02-12T05:56:12.216565,20.17,49.32
2026-02-12T05:56:12.413487,166.91,5.98
2026-02-12T05:56:12.476635,74.51,13.40
2026-02-12T05:56:12.521245,49.19,20.28
2026-02-12T05:56:12.549917,49.93,19.94
2026-02-12T05:56:12.588682,55.93,17.81
2026-02-12T05:56:12.617549,44.26,22.53
2026-02-12T05:56:12.652026,52.01,19.18
2026-02-12T05:56:12.686476,49.90,19.96
2026-02-12T05:56:12.709727,34.08,29.11
2026-02-12T05:56:12.732262,33.54,29.69
2026-02-12T05:56:12.760030,27.02,36.81
2026-02-12T05:56:12.792455,27.02,36.81
2026-02-12T05:56:12.819962,20.23,48.94
2026-02-12T05:56:12.855163,21.79,45.56
2026-02-12T05:56:12.888304,20.80,47.84
2026-02-12T05:56:12.920282,21.56,46.15
2026-02-12T05:56:12.959964,27.49,36.15
2026-02-12T05:56:12.998797,28.83,34.50
2026-02-12T05:56:13.027362,26.32,37.68
2026-02-12T05:56:13.057200,22.51,43.51
2026-02-12T05:56:13.093391,22.95,43.35
2026-02-12T05:56:13.119802,19.18,51.84
2026-02-12T05:56:13.156597,21.51,46.23
2026-02-12T05:56:13.196064,23.96,41.40
2026-02-12T05:56:13.228218,23.74,41.78
2026-02-12T05:56:13.262934,26.02,38.27
2026-02-12T05:56:13.296794,19.36,51.35
2026-02-12T05:56:13.325377,18.68,53.07
2026-02-12T05:56:13.360524,19.53,50.71
2026-02-12T05:56:13.398471,20.19,49.25
2026-02-12T05:56:13.448647,37.23,26.76
2026-02-12T05:56:13.476475,30.06,32.97
2026-02-12T05:56:13.504204,23.10,43.08
2026-02-12T05:56:13.531777,20.76,47.92
2026-02-12T05:56:13.572223,22.16,44.90
2026-02-12T05:56:13.602395,20.79,47.88
2026-02-12T05:56:13.629428,18.80,52.87
2026-02-12T05:56:13.664377,20.63,48.17
2026-02-12T05:56:13.702638,23.35,42.61
2026-02-12T05:56:13.747158,33.81,29.47
2026-02-12T05:56:13.769363,25.95,38.35
2026-02-12T05:56:13.832039,46.97,21.23
2026-02-12T05:56:13.867765,55.87,17.84
2026-02-12T05:56:13.900435,55.08,18.12
2026-02-12T05:56:13.919927,42.57,23.43
2026-02-12T05:56:13.938175,26.90,37.02
2026-02-12T05:56:13.971106,20.51,48.48
2026-02-12T05:56:13.998980,22.06,45.11
2026-02-12T05:56:14.036117,19.96,49.80
2026-02-12T05:56:14.063253,20.01,49.48
2026-02-12T05:56:14.102661,23.19,42.91
2026-02-12T05:56:14.133651,22.79,43.59
2026-02-12T05:56:14.170651,22.48,44.14
2026-02-12T05:56:14.217172,36.10,27.60
2026-02-12T05:56:14.236179,23.43,42.50
2026-02-12T05:56:14.268839,19.02,52.26
2026-02-12T05:56:14.299372,23.54,42.15
2026-02-12T05:56:14.336335,23.31,42.55
2026-02-12T05:56:14.363897,20.91,46.44
2026-02-12T05:56:14.412532,33.92,29.40
2026-02-12T05:56:14.466223,54.03,18.46
2026-02-12T05:56:14.494825,50.60,19.72
2026-02-12T05:56:14.536263,58.72,16.92
2026-02-12T05:56:14.709046,195.07,5.12
2026-02-12T05:56:14.743112,39.00,25.54
2026-02-12T05:56:14.771231,50.42,19.78
2026-02-12T05:56:14.803772,57.63,17.32
2026-02-12T05:56:14.835750,57.31,17.41
2026-02-12T05:56:14.861072,46.76,20.83
2026-02-12T05:56:14.902528,55.91,17.84
2026-02-12T05:56:14.940348,59.66,16.66
2026-02-12T05:56:14.972632,56.79,17.57
2026-02-12T05:56:14.994691,48.17,20.71
2026-02-12T05:56:15.015384,35.49,28.08
2026-02-12T05:56:15.080210,61.04,15.64
2026-02-12T05:56:15.153070,94.25,10.59
2026-02-12T05:56:15.190021,41.11,24.26
2026-02-12T05:56:15.212703,29.09,34.24
2026-02-12T05:56:15.264878,29.31,33.96
2026-02-12T05:56:15.327577,80.83,12.35
2026-02-12T05:56:15.352697,41.40,24.08
2026-02-12T05:56:15.375530,23.94,41.58
2026-02-12T05:56:15.398745,20.44,48.65
2026-02-12T05:56:15.436367,23.68,42.03
2026-02-12T05:56:15.477285,29.05,34.30
2026-02-12T05:56:15.500626,19.11,52.02
2026-02-12T05:56:15.536410,24.33,40.92
2026-02-12T05:56:15.572960,28.19,35.22
2026-02-12T05:56:15.603537,25.44,39.13
2026-02-12T05:56:15.642045,29.24,34.08
2026-02-12T05:56:15.677739,26.72,37.27
2026-02-12T05:56:15.698417,19.22,51.73
2026-02-12T05:56:15.763877,52.77,18.87
2026-02-12T05:56:15.793290,47.89,20.66
2026-02-12T05:56:15.825924,47.47,21.01
2026-02-12T05:56:15.849637,37.46,26.62
2026-02-12T05:56:15.872605,24.05,41.41
2026-02-12T05:56:15.899496,21.40,46.50
2026-02-12T05:56:15.938281,25.68,38.77
2026-02-12T05:56:15.968104,23.46,42.43
2026-02-12T05:56:15.997403,18.98,52.35
2026-02-12T05:56:16.030929,20.40,48.71
2026-02-12T05:56:16.068152,23.83,41.79
2026-02-12T05:56:16.106475,28.60,34.84
2026-02-12T05:56:16.136190,24.94,39.92
2026-02-12T05:56:16.163188,19.50,51.00
2026-02-12T05:56:16.201682,22.87,43.53
2026-02-12T05:56:16.234329,23.27,42.78
2026-02-12T05:56:16.270441,23.28,42.75
2026-02-12T05:56:16.298582,18.40,54.03
2026-02-12T05:56:16.332230,20.53,48.30
2026-02-12T05:56:16.374323,24.03,41.44
2026-02-12T05:56:16.403515,23.41,42.51
2026-02-12T05:56:16.444073,31.88,31.18
2026-02-12T05:56:16.487520,31.45,31.70
2026-02-12T05:56:16.504850,28.08,35.48
2026-02-12T05:56:16.547889,31.85,31.28
2026-02-12T05:56:16.571743,24.89,40.01
2026-02-12T05:56:16.598651,18.49,53.79
2026-02-12T05:56:16.627366,18.58,53.51
2026-02-12T05:56:16.664077,21.12,47.16
2026-02-12T05:56:16.700169,21.48,46.23
2026-02-12T05:56:16.731253,21.37,46.58
2026-02-12T05:56:16.770732,27.13,36.72
2026-02-12T05:56:16.799244,20.86,47.68
2026-02-12T05:56:16.828636,18.92,52.55
2026-02-12T05:56:16.870058,25.21,39.49
2026-02-12T05:56:16.904430,24.45,40.72
2026-02-12T05:56:16.930175,19.88,50.08
2026-02-12T05:56:16.973119,27.92,35.67
2026-02-12T05:56:17.001800,22.09,45.04
2026-02-12T05:56:17.029486,19.17,51.91
2026-02-12T05:56:17.103909,59.05,16.86
2026-02-12T05:56:17.152288,62.31,16.02
2026-02-12T05:56:17.184435,40.83,24.42
2026-02-12T05:56:17.216128,38.46,25.73
2026-02-12T05:56:17.238071,21.56,46.16
2026-02-12T05:56:17.265078,22.11,45.01
2026-02-12T05:56:17.298905,21.29,46.67
2026-02-12T05:56:17.327307,18.64,53.36
2026-02-12T05:56:17.362503,21.01,47.36
2026-02-12T05:56:17.402489,21.82,45.62
2026-02-12T05:56:17.431594,16.82,59.08
2026-02-12T05:56:17.459230,17.66,56.23
2026-02-12T05:56:17.499366,25.28,39.38
2026-02-12T05:56:17.528311,19.40,51.29
2026-02-12T05:56:17.559927,17.96,55.38
2026-02-12T05:56:17.601877,22.26,44.70
2026-02-12T05:56:17.700725,25.25,39.44
2026-02-12T05:56:17.785726,23.68,42.04
2026-02-12T05:56:17.889991,28.80,34.58
2026-02-12T05:56:17.942236,21.33,46.69
2026-02-12T05:56:18.008200,25.53,38.98
2026-02-12T05:56:18.079295,26.43,37.59
2026-02-12T05:56:18.133245,21.99,45.19
2026-02-12T05:56:18.193184,22.19,44.88
2026-02-12T05:56:18.254440,22.82,43.62
2026-02-12T05:56:18.327136,33.63,29.46
2026-02-12T05:56:18.391588,70.98,14.05
2026-02-12T05:56:18.431699,43.89,22.68
2026-02-12T05:56:18.470029,36.80,27.08
2026-02-12T05:56:18.566172,63.35,15.75
2026-02-12T05:56:18.602174,41.80,23.72
2026-02-12T05:56:18.648205,64.77,15.34
2026-02-12T05:56:18.711011,73.43,13.59
2026-02-12T05:56:18.747349,42.80,23.30
2026-02-12T05:56:18.771963,31.19,31.92
2026-02-12T05:56:18.795169,30.58,32.58
2026-02-12T05:56:18.816171,36.01,27.55
2026-02-12T05:56:18.941458,128.35,7.78
2026-02-12T05:56:18.980224,39.76,25.06
2026-02-12T05:56:19.048633,71.13,14.02
2026-02-12T05:56:19.126462,81.27,12.28
2026-02-12T05:56:19.165259,47.26,21.07
2026-02-12T05:56:19.188453,46.74,21.34
2026-02-12T05:56:19.205098,29.54,33.75
2026-02-12T05:56:19.234576,23.07,43.14
2026-02-12T05:56:19.264987,21.11,47.15
2026-02-12T05:56:19.303913,25.14,39.56
2026-02-12T05:56:19.339517,25.47,39.10
2026-02-12T05:56:19.371999,25.20,39.40
2026-02-12T05:56:19.408784,23.21,42.88
2026-02-12T05:56:19.453053,34.48,28.90
2026-02-12T05:56:19.476208,27.27,36.28
2026-02-12T05:56:19.502135,19.79,50.20
2026-02-12T05:56:19.541330,22.35,44.42
2026-02-12T05:56:19.575709,24.88,39.99
2026-02-12T05:56:19.607902,22.20,44.78
2026-02-12T05:56:19.654531,31.61,31.52
2026-02-12T05:56:19.673942,21.40,46.47
2026-02-12T05:56:19.707469,20.28,49.01
2026-02-12T05:56:19.744917,21.25,46.83
2026-02-12T05:56:19.779309,27.95,35.65
2026-02-12T05:56:19.820852,26.52,37.55
2026-02-12T05:56:19.841608,19.28,51.48
2026-02-12T05:56:19.872384,20.80,47.83
2026-02-12T05:56:19.909097,24.24,41.05
2026-02-12T05:56:19.989233,71.49,13.95
2026-02-12T05:56:20.016233,27.87,35.74
2026-02-12T05:56:20.042285,22.26,44.69
2026-02-12T05:56:20.078931,27.31,36.47
2026-02-12T05:56:20.113268,28.47,34.99
2026-02-12T05:56:20.141021,23.63,42.09
2026-02-12T05:56:20.176213,20.93,47.53
2026-02-12T05:56:20.204895,20.62,48.25
2026-02-12T05:56:20.239093,20.19,49.28
2026-02-12T05:56:20.274141,22.99,43.22
2026-02-12T05:56:20.312880,28.19,35.34
2026-02-12T05:56:20.341130,22.60,44.06
2026-02-12T05:56:20.373789,18.43,53.89
2026-02-12T05:56:20.409966,24.24,41.07
2026-02-12T05:56:20.445423,26.61,37.43
2026-02-12T05:56:20.471666,20.80,47.81
2026-02-12T05:56:20.511769,25.20,39.48
2026-02-12T05:56:20.540195,22.37,44.52
2026-02-12T05:56:20.571768,21.08,47.21
2026-02-12T05:56:20.611584,26.79,37.17
2026-02-12T05:56:20.638497,21.53,46.25
2026-02-12T05:56:20.671053,21.37,46.54
2026-02-12T05:56:20.718703,32.40,30.70
2026-02-12T05:56:20.750870,32.51,30.63
2026-02-12T05:56:20.771196,19.54,50.92
2026-02-12T05:56:20.806972,21.75,45.70
2026-02-12T05:56:20.837002,20.17,49.33
2026-02-12T05:56:20.872881,18.20,54.63
2026-02-12T05:56:20.904567,21.15,47.04
2026-02-12T05:56:20.951610,26.37,37.79
2026-02-12T05:56:20.979382,21.53,46.24
2026-02-12T05:56:21.008831,25.34,39.30
2026-02-12T05:56:21.038896,21.62,46.02
2026-02-12T05:56:21.076257,21.57,46.12
2026-02-12T05:56:21.111833,25.77,38.63
2026-02-12T05:56:21.143234,25.00,39.84
2026-02-12T05:56:21.175323,19.17,51.85
2026-02-12T05:56:21.206320,22.17,44.80
2026-02-12T05:56:21.235814,19.50,51.01
2026-02-12T05:56:21.271784,22.71,43.84
2026-02-12T05:56:21.308500,22.55,44.11
2026-02-12T05:56:21.343515,27.64,36.05
2026-02-12T05:56:21.371784,21.14,47.06
2026-02-12T05:56:21.406056,20.14,49.42
2026-02-12T05:56:21.438464,21.89,45.47
2026-02-12T05:56:21.470083,20.12,49.45
2026-02-12T05:56:21.502535,18.09,54.98
2026-02-12T05:56:21.539885,22.33,44.57
2026-02-12T05:56:21.576966,26.20,38.01
2026-02-12T05:56:21.611770,23.86,41.70
2026-02-12T05:56:21.655732,22.45,44.34
2026-02-12T05:56:21.673417,22.51,44.23
2026-02-12T05:56:21.702339,18.94,52.51
2026-02-12T05:56:21.741362,21.72,45.77
2026-02-12T05:56:21.773783,22.90,43.33
2026-02-12T05:56:21.810458,25.39,39.21
2026-02-12T05:56:21.849292,32.14,30.96
2026-02-12T05:56:21.876364,26.18,37.85
2026-02-12T05:56:21.905115,23.10,43.05
2026-02-12T05:56:21.959633,42.79,23.22
2026-02-12T05:56:21.995098,45.10,22.10
2026-02-12T05:56:22.024383,40.71,24.48
2026-02-12T05:56:22.061987,43.81,22.73
2026-02-12T05:56:22.094354,39.27,25.39
2026-02-12T05:56:22.156352,74.10,13.44
2026-02-12T05:56:22.263348,109.19,9.15
2026-02-12T05:56:22.294086,45.33,21.95
2026-02-12T05:56:22.318249,33.98,29.31
2026-02-12T05:56:22.366599,32.00,31.13
2026-02-12T05:56:22.392208,43.05,23.17
2026-02-12T05:56:22.409486,25.56,38.92
2026-02-12T05:56:22.438060,22.84,43.58
2026-02-12T05:56:22.472628,21.53,46.23
2026-02-12T05:56:22.508141,22.87,43.51
2026-02-12T05:56:22.538943,23.67,42.08
2026-02-12T05:56:22.573110,23.71,41.96
2026-02-12T05:56:22.601615,21.49,46.32
2026-02-12T05:56:22.642139,23.01,43.19
2026-02-12T05:56:22.685050,35.98,27.55
2026-02-12T05:56:22.713862,29.59,33.65
2026-02-12T05:56:22.740343,24.90,39.94
2026-02-12T05:56:22.779614,29.39,33.75
2026-02-12T05:56:22.803985,22.94,43.33
2026-02-12T05:56:22.856610,41.02,24.27
2026-02-12T05:56:22.905855,56.22,17.75
2026-02-12T05:56:22.925449,44.91,22.21
2026-02-12T05:56:22.948543,33.19,30.02
2026-02-12T05:56:22.968535,19.77,50.24
2026-02-12T05:56:22.999661,19.19,51.84
2026-02-12T05:56:23.035461,21.15,47.03
2026-02-12T05:56:23.076915,26.09,38.18
2026-02-12T05:56:23.105798,24.34,40.89
2026-02-12T05:56:23.135418,20.23,49.13
2026-02-12T05:56:23.174027,26.95,36.69
2026-02-12T05:56:23.203003,22.61,43.97
2026-02-12T05:56:23.232204,21.41,46.49
2026-02-12T05:56:23.270667,23.70,42.00
2026-02-12T05:56:23.306919,27.07,36.74
2026-02-12T05:56:23.335754,21.55,46.18
2026-02-12T05:56:23.368761,23.11,43.07
2026-02-12T05:56:23.401001,20.70,48.06
2026-02-12T05:56:23.431623,18.38,54.11
2026-02-12T05:56:23.489155,46.42,21.48
2026-02-12T05:56:23.524046,43.72,22.78
2026-02-12T05:56:23.545146,28.58,34.86
2026-02-12T05:56:23.570422,23.64,42.10
2026-02-12T05:56:23.606171,28.17,35.38
2026-02-12T05:56:23.645443,26.73,37.27
2026-02-12T05:56:23.674412,25.95,38.36
2026-02-12T05:56:23.697578,18.22,54.41
2026-02-12T05:56:23.735232,18.95,52.36
2026-02-12T05:56:23.790822,43.42,22.97
2026-02-12T05:56:23.838672,54.63,18.27
2026-02-12T05:56:23.863782,51.56,19.32
2026-02-12T05:56:23.891746,41.18,24.21
2026-02-12T05:56:23.939527,60.39,16.53
2026-02-12T05:56:23.985966,76.31,13.08
2026-02-12T05:56:24.032022,52.67,18.94
2026-02-12T05:56:24.063458,50.29,19.70
2026-02-12T05:56:24.092736,45.57,21.83
2026-02-12T05:56:24.122807,43.04,23.16
2026-02-12T05:56:24.188857,75.50,13.22
2026-02-12T05:56:24.223278,73.27,13.61
2026-02-12T05:56:24.248406,29.53,33.32
2026-02-12T05:56:24.289450,37.20,26.80
2026-02-12T05:56:24.329772,49.52,20.15
2026-02-12T05:56:24.355390,42.65,23.39
2026-02-12T05:56:24.383714,37.31,26.71
2026-02-12T05:56:24.402933,23.52,42.32
2026-02-12T05:56:24.434417,21.76,45.72
2026-02-12T05:56:24.476056,23.39,42.55
2026-02-12T05:56:24.509059,29.34,33.95
2026-02-12T05:56:24.529419,19.96,49.83
2026-02-12T05:56:24.574747,25.68,38.73
2026-02-12T05:56:24.602920,24.75,40.24
2026-02-12T05:56:24.634326,21.96,45.28
2026-02-12T05:56:24.668777,23.39,42.51
2026-02-12T05:56:24.704098,25.51,39.05
2026-02-12T05:56:24.757396,45.22,22.04
2026-02-12T05:56:24.792735,38.31,26.03
2026-02-12T05:56:24.874550,87.84,11.37
2026-02-12T05:56:24.918404,47.85,20.85
2026-02-12T05:56:24.936968,45.07,22.14
2026-02-12T05:56:24.953536,33.70,29.58
2026-02-12T05:56:24.970832,21.74,45.80
2026-02-12T05:56:25.003728,19.77,50.24
2026-02-12T05:56:25.035406,17.46,56.94
2026-02-12T05:56:25.073018,20.21,49.24
2026-02-12T05:56:25.112093,26.90,37.04
2026-02-12T05:56:25.139743,21.13,47.10
2026-02-12T05:56:25.174138,20.63,48.22
2026-02-12T05:56:25.205882,22.08,45.08
2026-02-12T05:56:25.239852,20.82,47.76
2026-02-12T05:56:25.284244,23.30,42.72
2026-02-12T05:56:25.306028,18.68,53.23
2026-02-12T05:56:25.339513,18.55,53.48
2026-02-12T05:56:25.390367,23.19,42.65
2026-02-12T05:56:25.412517,20.89,47.66
2026-02-12T05:56:25.444296,20.44,48.66
2026-02-12T05:56:25.499911,27.02,36.84
2026-02-12T05:56:25.520246,27.07,36.80
2026-02-12T05:56:25.547165,20.85,47.72
2026-02-12T05:56:25.588356,21.10,47.17
2026-02-12T05:56:25.614033,19.42,50.83
2026-02-12T05:56:25.656549,24.89,39.83
2026-02-12T05:56:25.696986,32.81,30.35
2026-02-12T05:56:25.722179,27.17,36.65
2026-02-12T05:56:25.749317,22.94,43.43
2026-02-12T05:56:25.820722,50.67,19.69
2026-02-12T05:56:25.838733,42.27,23.61
2026-02-12T05:56:25.855524,28.30,35.22
2026-02-12T05:56:25.886186,18.80,52.72
2026-02-12T05:56:25.916882,19.05,52.23
2026-02-12T05:56:25.954292,20.77,47.90
2026-02-12T05:56:25.993820,25.94,38.38
2026-02-12T05:56:26.021278,22.86,43.55
2026-02-12T05:56:26.051409,19.37,51.37
2026-02-12T05:56:26.092226,22.69,43.74
2026-02-12T05:56:26.126061,23.07,43.16
2026-02-12T05:56:26.160575,23.62,42.18
2026-02-12T05:56:26.198800,24.65,40.41
2026-02-12T05:56:26.227603,23.23,42.84
2026-02-12T05:56:26.262403,23.09,43.11
2026-02-12T05:56:26.308679,23.97,41.55
2026-02-12T05:56:26.330083,20.69,48.09
2026-02-12T05:56:26.366921,25.75,38.64
2026-02-12T05:56:26.402955,26.35,37.80
2026-02-12T05:56:26.429887,21.89,45.47
2026-02-12T05:56:26.461350,18.60,53.46
2026-02-12T05:56:26.502471,22.50,44.24
2026-02-12T05:56:26.531728,21.96,45.34
2026-02-12T05:56:26.566627,24.31,40.97
2026-02-12T05:56:26.597326,22.40,44.44
2026-02-12T05:56:26.637449,24.82,40.09
2026-02-12T05:56:26.658676,16.91,58.74
2026-02-12T05:56:26.694075,18.76,52.96
2026-02-12T05:56:26.734680,25.68,38.77
2026-02-12T05:56:26.775667,27.21,36.59
2026-02-12T05:56:26.804129,27.92,35.64
2026-02-12T05:56:26.849275,38.08,26.12
2026-02-12T05:56:26.873346,26.94,36.80
2026-02-12T05:56:26.909995,32.87,30.31
2026-02-12T05:56:26.960328,38.73,25.75
2026-02-12T05:56:26.981613,38.07,26.18
2026-02-12T05:56:27.025674,50.46,19.76
2026-02-12T05:56:27.111052,101.79,9.81
2026-02-12T05:56:27.152719,75.86,12.85
2026-02-12T05:56:27.182283,39.24,25.39
2026-02-12T05:56:27.223015,45.22,22.06
2026-02-12T05:56:27.264157,45.75,21.80
2026-02-12T05:56:27.291028,47.69,20.91
2026-02-12T05:56:27.362814,84.31,11.85
2026-02-12T05:56:27.397206,50.94,19.58
2026-02-12T05:56:27.434283,54.92,18.17
2026-02-12T05:56:27.457765,43.90,22.67
2026-02-12T05:56:27.475963,31.67,31.47
2026-02-12T05:56:27.497767,18.02,55.14
2026-02-12T05:56:27.534186,21.62,46.02
2026-02-12T05:56:27.566133,21.55,46.03
2026-02-12T05:56:27.598215,19.73,50.40
2026-02-12T05:56:27.646507,33.29,29.94
2026-02-12T05:56:27.673064,26.03,38.18
2026-02-12T05:56:27.715435,31.70,31.27
2026-02-12T05:56:27.735738,24.30,40.95
2026-02-12T05:56:27.764024,19.59,50.79
2026-02-12T05:56:27.803249,22.57,44.08
2026-02-12T05:56:27.840413,22.27,44.13
2026-02-12T05:56:27.869273,22.29,44.62
2026-02-12T05:56:27.903267,25.62,38.85
2026-02-12T05:56:27.943969,25.73,38.71
2026-02-12T05:56:27.964082,19.29,51.56
2026-02-12T05:56:28.000221,20.75,47.96
2026-02-12T05:56:28.090995,32.40,30.75
2026-02-12T05:56:28.111436,28.27,35.21
2026-02-12T05:56:28.139185,21.05,47.25
2026-02-12T05:56:28.167508,22.19,44.69
2026-02-12T05:56:28.195029,19.01,51.96
2026-02-12T05:56:28.231555,21.62,46.02
2026-02-12T05:56:28.272289,22.15,44.92
2026-02-12T05:56:28.298747,19.65,50.55
2026-02-12T05:56:28.336087,24.74,40.25
2026-02-12T05:56:28.369705,23.43,42.47
2026-02-12T05:56:28.403052,24.54,40.55
2026-02-12T05:56:28.435218,23.87,41.71
2026-02-12T05:56:28.472335,24.53,40.57
2026-02-12T05:56:28.498050,18.96,52.33
2026-02-12T05:56:28.536825,27.11,36.66
2026-02-12T05:56:28.580017,34.45,28.88
2026-02-12T05:56:28.603999,25.88,38.48
2026-02-12T05:56:28.630089,19.85,50.09
2026-02-12T05:56:28.669972,24.64,40.42
2026-02-12T05:56:28.707077,29.34,33.93
2026-02-12T05:56:28.736501,22.74,43.74
2026-02-12T05:56:28.762343,19.25,51.70
2026-02-12T05:56:28.807604,21.16,47.04
2026-02-12T05:56:28.841226,23.39,42.58
2026-02-12T05:56:28.875518,28.69,34.74
2026-02-12T05:56:28.895491,21.12,47.08
2026-02-12T05:56:28.938014,21.59,46.09
2026-02-12T05:56:28.968987,21.07,47.21
2026-02-12T05:56:28.995650,20.17,49.31
2026-02-12T05:56:29.044031,27.32,36.39
2026-02-12T05:56:29.078173,33.19,30.03
2026-02-12T05:56:29.113098,28.47,34.93
2026-02-12T05:56:29.134071,20.70,48.05
2026-02-12T05:56:29.169202,22.60,44.04
2026-02-12T05:56:29.194280,18.49,53.79
2026-02-12T05:56:29.229108,19.76,50.31
2026-02-12T05:56:29.276655,26.99,36.92
2026-02-12T05:56:29.295538,19.31,51.48
2026-02-12T05:56:29.337737,23.80,41.83
2026-02-12T05:56:29.372918,24.18,41.20
2026-02-12T05:56:29.394424,18.91,52.61
2026-02-12T05:56:29.430111,20.39,48.75
2026-02-12T05:56:29.468656,25.90,38.46
2026-02-12T05:56:29.499057,20.83,47.78
2026-02-12T05:56:29.530454,19.55,50.89
2026-02-12T05:56:29.580642,27.99,35.48
2026-02-12T05:56:29.604160,24.31,40.96
2026-02-12T05:56:29.645814,32.52,30.57
2026-02-12T05:56:29.691013,35.77,27.82
2026-02-12T05:56:29.718015,36.25,27.48
2026-02-12T05:56:29.742714,26.78,37.14
2026-02-12T05:56:29.774361,23.93,41.58
2026-02-12T05:56:29.805397,21.40,46.45
2026-02-12T05:56:29.845281,27.82,35.70
2026-02-12T05:56:29.873357,20.67,48.12
2026-02-12T05:56:29.908436,18.05,55.05
2026-02-12T05:56:29.943892,21.03,47.15
2026-02-12T05:56:29.982367,27.21,36.48
2026-02-12T05:56:30.018510,24.61,40.43
2026-02-12T05:56:30.040850,19.55,50.80
2026-02-12T05:56:30.081737,26.99,36.90
2026-02-12T05:56:30.114367,19.27,51.54
2026-02-12T05:56:30.141820,19.53,50.91
2026-02-12T05:56:30.179594,25.02,39.74
2026-02-12T05:56:30.209819,18.37,54.11
2026-02-12T05:56:30.239565,19.65,50.61
2026-02-12T05:56:30.277943,23.91,41.64
2026-02-12T05:56:30.309004,22.00,45.23
2026-02-12T05:56:30.348000,25.66,38.46
2026-02-12T05:56:30.377077,22.68,43.88
2026-02-12T05:56:30.412032,21.90,45.45
2026-02-12T05:56:30.444771,21.44,46.33
2026-02-12T05:56:30.476801,23.19,42.91
2026-02-12T05:56:30.506130,19.96,49.83
2026-02-12T05:56:30.540295,18.22,54.47
2026-02-12T05:56:30.576000,21.89,45.48
